"cuanto sale un viaje a desde santiago centro 432 hasta providencia 1604","Cotizando"
"origen: osorno terminal 570, destino: valle del elqui 643","Cotizando"
"listo","Potencial cliente"
"Cotización traslado urgente desde alameda 773 hasta camino real 2399","Cotizando"
"de miraflores 569 a providencia 2175","Cotizando"
"Ok","Potencial cliente"
"cotización para a reñaca 1797","Cotizando"
"Listo","Potencial cliente"
"precio de Chicureo a Puerto Varas","Cotizando"
"Hola buenos días","Potencial cliente"
"de hotel casino 364 a picarte 500","Cotizando"
"cuanto sale para nueva libertad 2187","Cotizando"
"origen: aeropuerto arturo merino 1757, destino: av. balmaceda 2203","Cotizando"
"Traslado de de Reñaca a Concepción","Cotizando"
"hacen viajes?","Potencial cliente"
"tengo una pregunta","Potencial cliente"
"Buenas noches","Potencial cliente"
"de baquedano 892 a av. colón 1317","Cotizando"
"me cotizas un viaje desde a nueva libertad 1230","Cotizando"
"precio de Rancagua a Iquique","Cotizando"
"con regreso","Cotizando"
"Cotización traslado urgente desde nueva libertad 2919 hasta puerto montt centro 993","Cotizando"
"cuanto cuesta ir a Reñaca desde Ovalle","Cotizando"
"Buenas noches","Potencial cliente"
"Un viaje desde desde calle antofagasta 2985 hasta los leones 100","Cotizando"
"a eso de las 01 de la mañana","Cotizando"
"de avenida del mar 1206 a avenida españa 2426","Cotizando"
"Ayuda por favor","Potencial cliente"
"cómo agendo?","Potencial cliente"
"hora 09:00","Cotizando"
"estoy interesado","Potencial cliente"
"me pueden ayudar?","Potencial cliente"
"necesito info","Potencial cliente"
"OK","Potencial cliente"
"de ovalle plaza de armas 705 a providencia 367","Cotizando"
"están disponibles?","Potencial cliente"
"direccion de origen a avenida alemania 70","Cotizando"
"precio de Puerto Montt a Santiago","Cotizando"
"origen: av. matta 352, destino: mercado central 535","Cotizando"
"origen: av. matta 2026, destino: plaza de armas 1034","Cotizando"
"fecha 30/03","Cotizando"
"cuanto sale para calle arlegui 2398","Cotizando"
"están disponibles?","Potencial cliente"
"origen: universidad de concepción 252, destino: 1 norte 2066","Cotizando"
"Buenos días","Potencial cliente"
"estoy interesado","Potencial cliente"
"el 01-04-2026 por favor","Cotizando"
"cuanto cuesta ir a Ovalle desde Talca","Cotizando"
"salida a las 03hrs","Cotizando"
"cuanto cuesta ir a Valdivia desde Villa Alemana","Cotizando"
"Un viaje desde desde av. italia 2035 hasta mall plaza la serena 1064","Cotizando"
"Hola","Potencial cliente"
"de santiago centro 2420 a 1 norte 2204","Cotizando"
"precio de Reñaca a Temuco","Cotizando"
"Hola, cómo estás?","Potencial cliente"
"¿Incluyen espera?","Cotizando"
"origen: calle maipú 2910, destino: avenida libertad 1621","Cotizando"
"es una consulta","Potencial cliente"
"precio de Villa Alemana a Puerto Varas","Cotizando"
"Cotización para ir de a chillán centro 2017","Cotizando"
"hacen viajes?","Potencial cliente"
"ayuda","Potencial cliente"
"genial","Potencial cliente"
"necesito ir a barrio histórico 589","Cotizando"
"el 24 de November por favor","Cotizando"
"de universidad de concepción 2284 a chillán centro 2788","Cotizando"
"Buenas tardes","Potencial cliente"
"Espero confirmación","Potencial cliente"
"Quisiera cotizar un traslado de Puerto Montt a Valdivia","Cotizando"
"necesito ir a 15 norte 1097","Cotizando"
"cuanto me cobras a desde mall plaza trébol 446 hasta curicó centro 297","Cotizando"
"cuanto sale para aeropuerto carriel sur 1360","Cotizando"
"quedo atento","Potencial cliente"
"información por favor","Potencial cliente"
"¿Se puede pagar con tarjeta?","Cotizando"
"Ok","Potencial cliente"
"Quiero consultar por un viaje","Potencial cliente"
"atienden hoy?","Potencial cliente"
"de 12 norte 2756 a plaza sotomayor 1678","Cotizando"
"tengo una pregunta","Potencial cliente"
"genial","Potencial cliente"
"hacen viajes?","Potencial cliente"
"de av. apoquindo 1960 a talca centro 1100","Cotizando"
"necesito info","Potencial cliente"
"tienen servicio de transporte?","Potencial cliente"
"Buenas noches","Potencial cliente"
"de gregorio marañon 137 a avenida argentina 892","Cotizando"
"Hasta luego","Potencial cliente"
"Listo","Potencial cliente"
"tengo una pregunta","Potencial cliente"
"Holaaa","Potencial cliente"
"Buenas noches","Potencial cliente"
"salida el 22 de March","Cotizando"
"origen: mall plaza la serena 1052, destino: chillán centro 2975","Cotizando"
"precio de Santiago a Chicureo","Cotizando"
"Hasta luego","Potencial cliente"
"cuanto cuesta ir a Iquique desde Concepción","Cotizando"
"genial","Potencial cliente"
"salida el el 04/01/2026","Cotizando"
"origen: vicuña mackenna 1678, destino: av. apoquindo 1671","Cotizando"
"cuanto cuesta ir a Iquique desde Santiago","Cotizando"
"Buenas tardes","Potencial cliente"
"Hola equipo","Potencial cliente"
"Hola","Potencial cliente"
"Entendido","Potencial cliente"
"precio de Valparaíso a Antofagasta","Cotizando"
"necesito ir a av. matta 100","Cotizando"
"cuanto cuesta ir a La Serena desde Antofagasta","Cotizando"
"hora 11 de la mañana","Cotizando"
"OK","Potencial cliente"
"somos 3","Cotizando"
"Muy amable","Potencial cliente"
"hora 13 de la mañana","Cotizando"
"me interesaría saber","Potencial cliente"
"Hola!","Potencial cliente"
"ayuda","Potencial cliente"
"me pueden ayudar?","Potencial cliente"
"valor para ir de Antofagasta a Valdivia","Cotizando"
"¿Incluye peajes?","Cotizando"
"Buenas tardes","Potencial cliente"
"necesito cotizar desde avenida españa 2543 hasta aeropuerto el tepual 2518","Cotizando"
"Hola!","Potencial cliente"
"Espero confirmación","Potencial cliente"
"me explican el servicio?","Potencial cliente"
"Buenas","Potencial cliente"
"tienen disponibilidad?","Potencial cliente"
"origen: curicó centro 2830, destino: parque o'higgins 1562","Cotizando"
"Hola, buenas tardes","Potencial cliente"
"precio de Chillán a Viña del Mar","Cotizando"
"origen: 1 norte 2962, destino: calle arlegui 2144","Cotizando"
"Hola!","Potencial cliente"
"Buenas","Potencial cliente"
"precio de Iquique a Curicó","Cotizando"
"Vale","Potencial cliente"
"estoy interesado","Potencial cliente"
"precio para de Chicureo a Ovalle","Cotizando"
"cuanto cuesta ir a Valdivia desde Puerto Montt","Cotizando"
"traslado de desde vicuña mackenna 757 hasta av. costanera 386","Cotizando"
"precio de Osorno a Ovalle","Cotizando"
"saludos","Potencial cliente"
"¿Incluye peajes?","Cotizando"
"Necesito consultar algo","Potencial cliente"
"¿Tiempo estimado?","Cotizando"
"Buenas tardes","Potencial cliente"
"Hola, cómo estás?","Potencial cliente"
"Hola equipo","Potencial cliente"
"Quisiera saber más","Potencial cliente"
"es una consulta","Potencial cliente"
"Hola, buenas tardes","Potencial cliente"
"me cotizas un viaje desde de Rancagua a Quilpué","Cotizando"
"de 15 norte 418 a avenida 1 606","Cotizando"
"atienden hoy?","Potencial cliente"
"cómo agendo?","Potencial cliente"
"tengo una pregunta","Potencial cliente"
"cuanto cuesta ir a Villa Alemana desde Concepción","Cotizando"
"Tengo una consulta","Potencial cliente"
"quedo atento","Potencial cliente"
"Hola buenos días","Potencial cliente"
"tienen disponibilidad?","Potencial cliente"
"quedo atento","Potencial cliente"
"Buenos días","Potencial cliente"
"¿Hay disponibilidad?","Cotizando"
"Quisiera ir a universidad de concepción 421","Cotizando"
"origen: plaza de maipú 2988, destino: 1 norte 1737","Cotizando"
"Hola buenos días","Potencial cliente"
"Buenas noches","Potencial cliente"
"origen: puerto montt centro 1049, destino: mall plaza trébol 1142","Cotizando"
"cuanto cuesta ir a Concepción desde Chicureo","Cotizando"
"somos 5","Cotizando"
"de cerro alegre 1674 a camino real 1090","Cotizando"
"precio de Antofagasta a Calama","Cotizando"
"factura electrónica, por favor","Cotizando"
"cuanto cuesta ir a Calama desde Viña del Mar","Cotizando"
"origen: aeropuerto arturo merino 1437, destino: 4 poniente 709","Cotizando"
"de estación central 45 a av. matta 1270","Cotizando"
"Saludos","Potencial cliente"
"Quiero información de traslado","Potencial cliente"
"cuanto cuesta ir a Villa Alemana desde Coquimbo","Cotizando"
"Cotización para ir de desde av. balmaceda 1868 hasta costanera center 2289","Cotizando"
"saludos","Potencial cliente"
"precio de Antofagasta a La Serena","Cotizando"
"origen: avenida 1 349, destino: picarte 2602","Cotizando"
"cómo funciona?","Potencial cliente"
"origen: av. balmaceda 2049, destino: manso de velasco 901","Cotizando"
"Necesito consultar algo","Potencial cliente"
"origen: 1 norte 2235, destino: miraflores 143","Cotizando"
"origen: mall plaza la serena 2745, destino: avenida españa 2305","Cotizando"
"Holaaa","Potencial cliente"
"Buenas tardes","Potencial cliente"
"Entendido","Potencial cliente"
"destino es de Curicó a Puerto Varas","Cotizando"
"me interesaría saber","Potencial cliente"
"Consulta rápida","Potencial cliente"
"lugar de partida: desde avenida españa 903 hasta av. matta 1683","Cotizando"
"Buenas noches","Potencial cliente"
"direccion de origen de Los Andes a Calama","Cotizando"
"Tengo una consulta","Potencial cliente"
"Consulta rápida","Potencial cliente"
"Hola!","Potencial cliente"
"somos 12","Cotizando"
"cuanto me cobras a desde aeropuerto arturo merino 2423 hasta gregorio marañon 2580","Cotizando"
"destino: de Puerto Varas a Puerto Montt","Cotizando"
"cómo agendo?","Potencial cliente"
"valor de desde alameda 2410 hasta hotel casino 2227","Cotizando"
"Hola buenos días","Potencial cliente"
"Buenas","Potencial cliente"
"de avenida libertad 735 a aeropuerto el tepual 1074","Cotizando"
"tienen servicio de transporte?","Potencial cliente"
"Hola","Potencial cliente"
"Buenas tardes","Potencial cliente"
"precio de Osorno a Quilpué","Cotizando"
"precio de Talcahuano a Arica","Cotizando"
"saludos","Potencial cliente"
"cuanto me cobras a desde 12 norte 917 hasta mall plaza la serena 2473","Cotizando"
"Hola","Potencial cliente"
"información por favor","Potencial cliente"
"Muchas gracias","Potencial cliente"
"cuanto cuesta ir a Osorno desde Curicó","Cotizando"
"viaje redondo","Cotizando"
"Hola, cómo estás?","Potencial cliente"
"Consulta rápida","Potencial cliente"
"ya","Potencial cliente"
"listo","Potencial cliente"
"Hola buenos días","Potencial cliente"
"cuanto cuesta ir a San Felipe desde Chicureo","Cotizando"
"Buenas tardes","Potencial cliente"
"factura electrónica, por favor","Cotizando"
"cuanto cuesta ir a Osorno desde Villa Alemana","Cotizando"
"de valle del elqui 440 a 14 poniente 2246","Cotizando"
"Hola equipo","Potencial cliente"
"valor para ir de Santiago a San Felipe","Cotizando"
"precio de Copiapó a Chicureo","Cotizando"
"cuanto cuesta ir a Arica desde Talcahuano","Cotizando"
"tienen servicio de transporte?","Potencial cliente"
"me pueden ayudar?","Potencial cliente"
"ayuda","Potencial cliente"
"de barrio histórico 2211 a nueva libertad 1550","Cotizando"
"precio de Arica a Osorno","Cotizando"
"necesito factura","Cotizando"
"Espero confirmación","Potencial cliente"
"hacen viajes?","Potencial cliente"
"super","Potencial cliente"
"cuanto cuesta ir a Antofagasta desde Villa Alemana","Cotizando"
"Ok","Potencial cliente"
"Qué servicio ofrecen?","Potencial cliente"
"precio de Talca a Concepción","Cotizando"
"cuanto cuesta ir a Iquique desde Osorno","Cotizando"
"origen: mall marina 12, destino: av. apoquindo 490","Cotizando"
"valor de desde osorno terminal 2021 hasta calle errázuriz 592","Cotizando"
"viaje redondo","Cotizando"
"Buenas","Potencial cliente"
"cuanto sale para barrio histórico 589","Cotizando"
"atienden hoy?","Potencial cliente"
"tengo una duda","Potencial cliente"
"origen: a camino real 2464","Cotizando"
"necesito un movil para desde barrio histórico 70 hasta camino real 2143","Cotizando"
"Hola","Potencial cliente"
"Qué servicio ofrecen?","Potencial cliente"
"me explican el servicio?","Potencial cliente"
"¿Tiempo estimado?","Cotizando"
"están disponibles?","Potencial cliente"
"tengo una duda","Potencial cliente"
"precio de Chillán a La Serena","Cotizando"
"cuanto sale un viaje a desde parque arauco 211 hasta avenida central 2967","Cotizando"
"de plaza sotomayor 1448 a 14 poniente 356","Cotizando"
"Perfecto, gracias","Potencial cliente"
"Hola","Potencial cliente"
"Hola","Potencial cliente"
"genial","Potencial cliente"
"tienen servicio de transporte?","Potencial cliente"
"Consulta rápida","Potencial cliente"
"Buenas noches","Potencial cliente"
"con regreso","Cotizando"
"cuanto sale para avenida españa 2497","Cotizando"
"quedo atento","Potencial cliente"
"lugar de partida: desde mall plaza trébol 769 hasta baquedano 2078","Cotizando"
"cotización para desde calle quillota 62 hasta calle vergara 2716","Cotizando"
"a eso de las 10hrs","Cotizando"
"Hola","Potencial cliente"
"hora 05hrs","Cotizando"
"factura electrónica, por favor","Cotizando"
"hola, precio de de Talca a Los Andes","Cotizando"
"cómo agendo?","Potencial cliente"
"de plaza de armas 284 a aeropuerto carriel sur 1535","Cotizando"
"origen: vicuña mackenna 164, destino: santiago centro 1260","Cotizando"
"cuanto cuesta ir a Copiapó desde Ovalle","Cotizando"
"necesito ir a av. apoquindo 2819","Cotizando"
"es una consulta","Potencial cliente"
"cuanto cuesta ir a Quilpué desde Talcahuano","Cotizando"
"¿Tiempo estimado?","Cotizando"
"me explican el servicio?","Potencial cliente"
"Hola buenos días","Potencial cliente"
"cuanto cuesta ir a Calama desde Chillán","Cotizando"
"precio de Valparaíso a Iquique","Cotizando"
"cuanto cuesta ir a La Serena desde Puerto Varas","Cotizando"
"de valle del elqui 155 a av. costanera 715","Cotizando"
"Hola buenos días","Potencial cliente"
"tipo 17:15","Cotizando"
"saludos","Potencial cliente"
"cómo agendo?","Potencial cliente"
"de avenida alemania 1132 a providencia 642","Cotizando"
"somos 3 adultos y 3 niño","Cotizando"
"cómo agendo?","Potencial cliente"
"origen: av. los carrera 1744, destino: barrio histórico 416","Cotizando"
"tengo una duda","Potencial cliente"
"cuanto cuesta ir a Los Andes desde Reñaca","Cotizando"
"Cotización traslado urgente desde mall marina 2231 hasta calle arlegui 1620","Cotizando"
"Necesito un traslado desde desde calle quillota 1037 hasta av. colón 2394","Cotizando"
"Buenas","Potencial cliente"
"ida y vuelta","Cotizando"
"Hola, necesito un auto para de Ovalle a Puerto Montt","Cotizando"
"Saludos","Potencial cliente"
"precio de Reñaca a Osorno","Cotizando"
"a las 21:30 hrs","Cotizando"
"Necesito consultar algo","Potencial cliente"
"tienen disponibilidad?","Potencial cliente"
"me interesaría saber","Potencial cliente"
"cuanto sale para 1 sur 1459","Cotizando"
"Que tal","Potencial cliente"
"Necesito consultar algo","Potencial cliente"
"origen: nueva imperial 966, destino: plaza de maipú 1435","Cotizando"
"precio de Valdivia a Iquique","Cotizando"
"de osorno terminal 875 a 1 norte 295","Cotizando"
"Que tal","Potencial cliente"
"Traslado de desde 1 sur 1919 hasta avenida del mar 1490","Cotizando"
"necesito ir a desde las condes 2231 hasta pedro montt 2738","Cotizando"
"cuanto sale para calle antofagasta 165","Cotizando"
"Buenas tardes","Potencial cliente"
"Hola buenos días","Potencial cliente"
"Buenas noches","Potencial cliente"
"tienen disponibilidad?","Potencial cliente"
"Cotización traslado urgente de Chicureo a Iquique","Cotizando"
"tipo 20hrs","Cotizando"
"necesito ir a de La Serena a Concepción","Cotizando"
"cuanto sale para ovalle plaza de armas 2566","Cotizando"
"de 1 norte 1287 a los leones 813","Cotizando"
"de gregorio marañon 2772 a calle 10 1615","Cotizando"
"me explican el servicio?","Potencial cliente"
"necesito ir a picarte 632","Cotizando"
"quedo atento","Potencial cliente"
"cuanto cuesta ir a Temuco desde Chicureo","Cotizando"
"de puerto montt centro 539 a camino real 2557","Cotizando"
"me puedes dar el precio para ir a desde universidad de concepción 2890 hasta costanera center 2156","Cotizando"
"tipo 07 de la mañana","Cotizando"
"valor de desde providencia 2971 hasta talca centro 2575","Cotizando"
"de mall plaza la serena 1610 a alameda 2457","Cotizando"
"valor de desde plaza de armas 43 hasta av. los carrera 1561","Cotizando"
"ok gracias","Potencial cliente"
"Buenas","Potencial cliente"
"el 28 de November por favor","Cotizando"
"Hola, buenas tardes","Potencial cliente"
"cuanto sale para vicuña mackenna 1786","Cotizando"
"destino: de Valdivia a Antofagasta","Cotizando"
"¿Incluye maletas grandes?","Cotizando"
"de plaza de maipú 969 a vicuña mackenna 2235","Cotizando"
"Tengo una consulta","Potencial cliente"
"de los leones 1092 a ovalle plaza de armas 174","Cotizando"
"precio de Chicureo a Antofagasta","Cotizando"
"me puedes dar el precio para ir a desde cerro alegre 312 hasta avenida central 2005","Cotizando"
"valor de a camino real 2701","Cotizando"
"estoy interesado","Potencial cliente"
"hacen viajes?","Potencial cliente"
"necesito ir a avenida central 1639","Cotizando"
"precio de Talcahuano a San Felipe","Cotizando"
"origen: av. colón 797, destino: santiago centro 1497","Cotizando"
"necesito ir a plaza de maipú 341","Cotizando"
"necesito cotizar desde cerro alegre 1236 hasta avenida 1 2959","Cotizando"
"tengo una pregunta","Potencial cliente"
"cuanto cuesta ir a Talca desde San Felipe","Cotizando"
"Quisiera saber más","Potencial cliente"
"Buenas tardes","Potencial cliente"
"necesito ir a talca centro 2854","Cotizando"
"voy a de Chillán a Quilpué","Cotizando"
"Quisiera saber más","Potencial cliente"
"para 12 pasajeros","Cotizando"
"precio de Reñaca a Curicó","Cotizando"
"Holaaa","Potencial cliente"
"tengo una pregunta","Potencial cliente"
"Buenas tardes","Potencial cliente"
"somos 8 adultos y 8 niño","Cotizando"
"viaje de ida","Cotizando"
"me cotizas un viaje desde desde providencia 1915 hasta parque o'higgins 2290","Cotizando"
"Quiero consultar por un viaje","Potencial cliente"
"Buenas","Potencial cliente"
"Entendido","Potencial cliente"
"Hola, cómo estás?","Potencial cliente"
"de talca centro 876 a avenida argentina 2022","Cotizando"
"OK","Potencial cliente"
"salida el 01/11","Cotizando"
"están disponibles?","Potencial cliente"
"necesito ir a cerro concepción 2296","Cotizando"
"Necesito un traslado desde desde simón bolívar 1073 hasta av. los carrera 2477","Cotizando"
"Quiero consultar por un viaje","Potencial cliente"
"es una consulta","Potencial cliente"
"de nueva imperial 1416 a aeropuerto carriel sur 1128","Cotizando"
"cuanto cuesta ir a Copiapó desde Chicureo","Cotizando"
"cuanto me cobras a a miraflores 1903","Cotizando"
"Hola buenos días","Potencial cliente"
"de estación central 1565 a pedro montt 2329","Cotizando"
"Buenas noches","Potencial cliente"
"Hola equipo","Potencial cliente"
"Buenas tardes","Potencial cliente"
"ok gracias","Potencial cliente"
"cuanto sale para 1 sur 2215","Cotizando"
"Hola buenos días","Potencial cliente"
"a eso de las 05hrs","Cotizando"
"ayuda","Potencial cliente"
"cuanto cuesta ir a Rancagua desde Santiago","Cotizando"
"necesito ir a parque arauco 191","Cotizando"
"Hola","Potencial cliente"
"Buenas","Potencial cliente"
"para el día 02-02-2026","Cotizando"
"cuanto cuesta ir a Quilpué desde Osorno","Cotizando"
"origen: 15 norte 2170, destino: calle 10 2085","Cotizando"
"Buenas noches","Potencial cliente"
"origen: camino real 1379, destino: calle errázuriz 1363","Cotizando"
"para 4 personas","Cotizando"
"Cotización traslado urgente de Coquimbo a Osorno","Cotizando"
"origen: parque arauco 370, destino: av. brasil 1397","Cotizando"
"cuanto cuesta ir a Calama desde Santiago","Cotizando"
"precio de Villa Alemana a Temuco","Cotizando"
"precio de Chillán a Valdivia","Cotizando"
"Buenas tardes","Potencial cliente"
"cuanto sale para estación central 1744","Cotizando"
"Consulta rápida de viaje","Potencial cliente"
"saludos","Potencial cliente"
"es una consulta","Potencial cliente"
"Quiero consultar por un viaje","Potencial cliente"
"precio de Antofagasta a Copiapó","Cotizando"
"Perfecto, gracias","Potencial cliente"
"necesito ir a mercado central 2547","Cotizando"
"hora 20hrs","Cotizando"
"Hola, buenas tardes","Potencial cliente"
"de calle 10 829 a calle vergara 1797","Cotizando"
"cuanto cuesta ir a Antofagasta desde Rancagua","Cotizando"
"necesito ir a calle vergara 2478","Cotizando"
"solo ida","Cotizando"
"cuanto cuesta ir a San Felipe desde Viña del Mar","Cotizando"
"Consulta rápida","Potencial cliente"
"Buenos días","Potencial cliente"
"Buenas noches","Potencial cliente"
"necesito cotizar desde avenida libertad 651 hasta 4 poniente 1229","Cotizando"
"tengo una duda","Potencial cliente"
"me pueden ayudar?","Potencial cliente"
"necesito ir a calle san martín 2032","Cotizando"
"tipo 19:30 hrs","Cotizando"
"Hola","Potencial cliente"
"Muchas gracias","Potencial cliente"
"precio de Chicureo a San Felipe","Cotizando"
"ok gracias","Potencial cliente"
"Buenas noches","Potencial cliente"
"¿Hacen traslados al aeropuerto?","Potencial cliente"
"de aeropuerto carriel sur 1858 a avenida 1 87","Cotizando"
"de talca centro 965 a avenida alemania 956","Cotizando"
"necesito ir a 1 norte 1957","Cotizando"
"Traslado de a av. brasil 912","Cotizando"
"Requiero factura","Cotizando"
"precio de Curicó a Rancagua","Cotizando"
"Que tal","Potencial cliente"
"viaje de ida","Cotizando"
"tienen servicio de transporte?","Potencial cliente"
"Quiero consultar por un viaje","Potencial cliente"
"precio de Chicureo a Curicó","Cotizando"
"origen: faro monumental 2579, destino: alameda 419","Cotizando"
"¿Incluyen espera?","Cotizando"
"Que tal","Potencial cliente"
"me explican el servicio?","Potencial cliente"
"¿Hacen traslados al aeropuerto?","Potencial cliente"
"de nueva libertad 1287 a avenida libertad 1825","Cotizando"
"necesito ir a mercado central 1740","Cotizando"
"precio de Calama a Reñaca","Cotizando"
"Hola, buenas tardes","Potencial cliente"
"Hola, cómo estás?","Potencial cliente"
"saludos","Potencial cliente"
"origen: desde chillán centro 194 hasta las condes 1899","Cotizando"
"Espero respuesta","Potencial cliente"
"necesito cotizar a calle san martín 1284","Cotizando"
"estoy interesado","Potencial cliente"
"necesito cotizar desde nueva imperial 96 hasta cerro concepción 757","Cotizando"
"a las 04 de la mañana","Cotizando"
"hola, precio para ir de a nueva libertad 1138","Cotizando"
"precio de San Felipe a Villa Alemana","Cotizando"
"origen: baquedano 337, destino: reñaca 1537","Cotizando"
"tienen servicio de transporte?","Potencial cliente"
"factura electrónica, por favor","Cotizando"
"Cotización traslado urgente desde mall marina 1829 hasta aeropuerto el tepual 2063","Cotizando"
"precio de Concepción a Osorno","Cotizando"
"saludos","Potencial cliente"
"Hola, buenas tardes","Potencial cliente"
"Hola!","Potencial cliente"
"cuanto cuesta ir a Iquique desde La Serena","Cotizando"
"precio de Los Andes a Coquimbo","Cotizando"
"¿Incluye maletas grandes?","Cotizando"
"origen: calle vergara 1958, destino: calle errázuriz 1708","Cotizando"
"Cotización para ir de a avenida central 813","Cotizando"
"de calle antofagasta 522 a nueva imperial 424","Cotizando"
"Qué servicio ofrecen?","Potencial cliente"
"¿Hacen traslados al aeropuerto?","Potencial cliente"
"origen: valle del elqui 574, destino: las condes 1343","Cotizando"
"cotización para a plaza de armas 1238","Cotizando"
"¿Tiempo estimado?","Cotizando"
"Consulta rápida","Potencial cliente"
"cuanto sale para av. colón 2633","Cotizando"
"de av. costanera 937 a calle antofagasta 1606","Cotizando"
"Buenas tardes","Potencial cliente"
"necesito ir a osorno terminal 2436","Cotizando"
"Listo","Potencial cliente"
"cuanto sale un viaje a de Arica a Talca","Cotizando"
"de mall plaza la serena 1984 a miraflores 1686","Cotizando"
"Hola buenos días","Potencial cliente"
"super","Potencial cliente"
"me explican el servicio?","Potencial cliente"
"Quiero un presupuesto desde av. balmaceda 1875 hasta mall plaza trébol 1456","Cotizando"
"necesito ir a nueva imperial 2577","Cotizando"
"Quisiera ir desde ovalle plaza de armas 767 hasta cerro alegre 1690","Cotizando"
"¿Incluye maletas grandes?","Cotizando"
"de estación central 932 a mall marina 1008","Cotizando"
"Saludos","Potencial cliente"
"me pueden ayudar?","Potencial cliente"
"Holaaa","Potencial cliente"
"cómo agendo?","Potencial cliente"
"¿Se puede pagar con transferencia?","Cotizando"
"precio de Talcahuano a Antofagasta","Cotizando"
"de curicó centro 141 a avenida libertad 2462","Cotizando"
"precio de Quilpué a Puerto Varas","Cotizando"
"hacen viajes?","Potencial cliente"
"Necesito un traslado desde desde av. apoquindo 1415 hasta av. brasil 729","Cotizando"
"Hola, cómo estás?","Potencial cliente"
"tienen disponibilidad?","Potencial cliente"
"de calle maipú 1454 a avenida 1 1498","Cotizando"
"necesito factura","Cotizando"
"Tengo una consulta","Potencial cliente"
"están disponibles?","Potencial cliente"
"Vale","Potencial cliente"
"tipo 09hrs","Cotizando"
"para 13 personas","Cotizando"
"precio de Quilpué a Viña del Mar","Cotizando"
"Buenas","Potencial cliente"
"Consulta rápida","Potencial cliente"
"Hola","Potencial cliente"
"Tengo una consulta","Potencial cliente"
"Hola, necesito un auto para a av. italia 498","Cotizando"
"Buenos días","Potencial cliente"
"Hola, cómo estás?","Potencial cliente"
"Consulta rápida de viaje","Potencial cliente"
"Buenas tardes","Potencial cliente"
"traslado de de Santiago a Los Andes","Cotizando"
"cuanto sale desde 15 norte 2604 hasta avenida españa 1623","Cotizando"
"destino es de Santiago a Puerto Varas","Cotizando"
"tienen servicio de transporte?","Potencial cliente"
"Hola, cómo estás?","Potencial cliente"
"destino es de Calama a Osorno","Cotizando"
"cómo funciona?","Potencial cliente"
"cuanto sale para mall plaza la serena 2550","Cotizando"
"tienen disponibilidad?","Potencial cliente"
"somos 1 adultos y 1 niño","Cotizando"
"cómo funciona?","Potencial cliente"
"me explican el servicio?","Potencial cliente"
"origen: calle antofagasta 43, destino: valle del elqui 1819","Cotizando"
